isim,takim,ülke,maas,pozisyon,yas,sezon,macsayisi,golsayisi,dakika,ilkonbir
Denys Boyko,Dynamo Kiev,Ukrayna,1000-10000,Kaleci,30-40,12,249,0-100,22290,247
Ivan Len,Obolon Kiev,Ukrayna,0-500,Defans,30-40,1,13,0-100,1009,12
Oleksandr Klimenko,Obolon Kiev,Ukrayna,0-500,Defans,30-40,1,6,0-100,453,4
Sergiy Yavorskiy,Vorskla Poltava,Ukrayna,0-500,Defans,30-40,12,263,0-100,20561,230
Andriy Fartushnyak,FC Tiraspol,Ukrayna,0-500,Defans,30-40,1,6,0-100,293,2
Evgen Karmalita,Obolon Kiev,Ukrayna,0-500,Ortasaha,30-40,1,2,0-100,116,1
Sergiy Sibiryakov,Obolon Kiev,Ukrayna,0-500,Ortasaha,30-40,3,74,0-100,5358,60
Sergiy Rozhok,Smolevichy-STI,Ukrayna,0-500,Defans,30-40,9,155,0-100,11366,135
Igor Malysh,Avanhard Kramatorsk,Ukrayna,0-500,Ortasaha,30-40,6,75,0-100,5149,63
Igor Plastun,Gent,Ukrayna,1000-10000,Defans,30-40,12,319,0-100,27062,303
Rinar Valeev,Chornomorets Odessa,Ukrayna,0-500,Ortasaha,30-40,12,216,0-100,14758,169
Oleksandr Ivashchenko,Avanhard Kramatorsk,Ukrayna,0-500,Forvet,30-40,9,128,0-100,7050,82
Andrey Voronkov,DPMM FC,Belarus,0-500,Forvet,30-40,11,189,0-100,12022,142
Aleksandar Trisovic,Zeta Golubovci,Sýrbistan,500-1000,Ortasaha,30-40,6,67,0-100,4285,51
Denys Garmash,Dynamo Kiev,Ukrayna,1000-10000,Ortasaha,30-40,12,330,0-100,18929,218
Aurimas Kucys,Daugava Riga,Letonya,0-500,Ortasaha,30-40,11,76,0-100,5824,67
Arnaud Souquet,Montpellier,Fransa,1000-10000,Defans,25-30,10,231,0-100,19409,217
Ritvars Rugins,Riga FC,Letonya,0-500,Ortasaha,30-40,13,239,0-100,17495,197
Sergiy Sydorchuk,Dynamo Kiev,Ukrayna,1000-10000,Ortasaha,25-30,11,305,0-100,19295,220
Izet Hajrovic,Dinamo Zagreb,Bosna-Hersek,500-1000,Ortasaha,25-30,12,273,0-100,15286,168
Juan Forlin,Jubilo Iwata,Arjantin,1000-10000,Defans,30-40,11,274,0-100,22979,262
Jonas Sakuwaha,TP Mazembe,Zambia,0-500,Ortasaha,30-40,5,26,0-100,679,4
Raul Baena,Atromitos,Ýspanya,1000-10000,Ortasaha,30-40,11,256,0-100,16902,192
Javi Lopez,Espanyol,Ýspanya,500-1000,Defans,30-40,11,284,0-100,22507,253
Shane McEleney,Finn Harps,Kuzey Ýrlanda,0-500,Defans,25-30,11,212,0-100,16820,195
Scott Robinson,Livingston,Ýskoçya,0-500,Ortasaha,25-30,12,258,0-100,15565,177
Akim Omolade,Panionios,Nijerya,500-1000,Ortasaha,30-40,3,63,0-100,5045,59
Sito Riera,AEL Limassol,Ýspanya,1000-10000,Forvet,30-40,12,259,0-100,19366,220
Giannis Kontoes,Academica Clinceni,Yunanistan,0-500,Defans,30-40,11,268,0-100,21099,234
Wellington Baroni,CA Juventus,Brezilya,0-500,Defans,30-40,8,73,0-100,5176,57
Fanouris Goundoulakis,Doxa Dramas,Yunanistan,0-500,Ortasaha,30-40,11,225,0-100,14159,168
Dimitrios Siovas,Leganes,Yunanistan,1000-10000,Defans,30-40,12,321,0-100,26928,302
Lucas Gabriel Favalli,Villa Dalmine,Ýtalya,500-1000,Ortasaha,30-40,7,154,0-100,10491,120
Andreas Tatos,Altay,Yunanistan,0-500,Ortasaha,30-40,11,256,0-100,17716,220
Giannis Skondras,Lamia,Yunanistan,500-1000,Defans,30-40,12,272,0-100,21098,235
Luis Brito,Apollon Kalamarias,Brezilya,0-500,Ortasaha,30-40,11,297,0-100,19590,218
Theodoros Vasilakakis,Lamia,Yunanistan,500-1000,Ortasaha,30-40,12,274,0-100,18060,199
Michael Gspurning,Union Berlin,Avusturya,0-500,Kaleci,30-40,7,120,0-100,10652,119
Marcelinho,Odisha FC,Brezilya,500-1000,Ortasaha,30-40,12,229,0-100,15748,180
Pantelis Rizogiannis,Trikala,Yunanistan,0-500,Ortasaha,30-40,7,112,0-100,9229,108
Stavros Stathakis,Kissamikos,Yunanistan,0-500,Defans,30-40,6,62,0-100,4113,45
Nikolaos Arabatzis,Aiginiakos,Yunanistan,1000-10000,Defans,30-40,3,75,0-100,6226,73
Stelios Malezas,Xanthi,Yunanistan,500-1000,Defans,30-40,11,254,0-100,20371,224
Vasilios Koutsianikoulis,Olympiakos Volos,Yunanistan,0-500,Forvet,30-40,11,243,0-100,14400,156
Javi Martos,AE Prat,Ýspanya,0-500,Defans,30-40,13,328,0-100,27843,318
Emmanouil Papasterianos,OFI,Yunanistan,0-500,Ortasaha,30-40,10,190,0-100,12896,146
Kostas Giannoulis,OFI,Yunanistan,500-1000,Defans,30-40,11,292,0-100,24854,284
Georgios Bantis,Lamia,Yunanistan,0-500,Kaleci,30-40,10,83,0-100,7238,80
Grigorios Papazacharias,Apollon Larisas,Yunanistan,500-1000,Defans,30-40,6,115,0-100,8829,98
Kostas Foufoulas,Panachaiki,Yunanistan,0-500,Ortasaha,30-40,3,10,0-100,536,5
Giorgios Ioannidis,Panserraikos,Yunanistan,0-500,Defans,30-40,9,127,0-100,9593,111
Dimitrios Giantsis,Akropolis IF,Yunanistan,0-500,Forvet,30-40,9,139,0-100,6293,61
Naim Aarab,Tubize,Belçika,500-1000,Defans,30-40,10,121,0-100,8679,93
Romeu Pereira,Kerkyra,Brezilya,500-1000,Ortasaha,30-40,6,129,0-100,9363,107
Nikolaos Vlasopoulos,Anagennisi Deryneia,Yunanistan,0-500,Ortasaha,30-40,5,56,0-100,4462,52
Dimitrios Ballis,Doxa Dramas,Yunanistan,0-500,Ortasaha,30-40,1,5,0-100,404,5
Savvas Siatravanis,Panachaiki,Yunanistan,0-500,Ortasaha,25-30,10,183,0-100,11786,146
Havard Nielsen,Greuther Fürth,Norveç,0-500,Forvet,25-30,11,276,0-100,16634,183
Martin Braithwaite,Barcelona,Danimarka,1000-10000,Forvet,25-30,11,395,0-100,27628,308
Cong Vinh Le,Binh Duong,Vietnam,0-500,Forvet,30-40,8,103,0-100,7366,91
Alessio Luciani,Arezzo,Ýtalya,0-500,Defans,30-40,9,247,0-100,21104,238
Vitali Vitsenets,FK Mariupol,Ukrayna,500-1000,Ortasaha,30-40,6,84,0-100,4961,53
Ole Söderberg,Kalmar,Ýsveç,0-500,Kaleci,30-40,10,111,0-100,9701,109
Callum Morris,Ross County,Ýngiltere,0-500,Defans,30-40,8,179,0-100,15150,172
Darren Lough,South Shields,Ýngiltere,0-500,Defans,30-40,3,41,0-100,3195,40
Haris Vuckic,Real Zaragoza,Slovenya,500-1000,Ortasaha,25-30,12,188,0-100,10747,123
Nile Ranger,Southend United,Ýngiltere,500-1000,Forvet,25-30,8,153,0-100,7647,73
Wesley Baheng,Blanc Mesnil,Fransa,0-500,Forvet,30-40,2,3,0-100,150,2
Sean Ledger,Guiseley,Ýrlanda,500-1000,Defans,30-40,9,209,0-100,17803,199
Rhys Williams,Al Quadisiya,Avustralya,0-500,Defans,30-40,11,241,0-100,20058,225
Aron Johannsson,Hammarby,ABD,1000-10000,Forvet,30-40,10,229,0-100,14284,160
Sindri Jensson,KR Reykjavik,Ýzlanda,0-500,Kaleci,30-40,4,12,0-100,963,11
Thordur Hreidarsson,Breidablik,Ýzlanda,0-500,Defans,30-40,1,1,0-100,89,1
Rafn Haraldsson,Breidablik,Ýzlanda,0-500,Ortasaha,30-40,1,3,0-100,164,3
Samuel Malsom,Hamar Hveragerdi,Ýngiltere,0-500,Forvet,30-40,1,1,0-100,89,1
Joe Mattock,Rotherham United,Ýngiltere,500-1000,Defans,30-40,12,324,0-100,27345,302
Dwayne Samuels,AFC Telford United,Ýngiltere,0-500,Defans,30-40,4,114,0-100,9512,111
Gonzalo Jara,Tijuana,Þili,500-1000,Defans,30-40,15,369,0-100,29135,326
Paul Downing,Portsmouth,Ýngiltere,0-500,Defans,25-30,9,268,0-100,22906,254
Romaine Sawyers,West Bromwich,Ýngiltere,1000-10000,Ortasaha,25-30,8,359,0-100,28612,319
Reuben Reid,Plymouth Argyle,Ýngiltere,500-1000,Forvet,30-40,4,30,0-100,1076,19
Alliyu,Crawley Town,Ýngiltere,0-500,Forvet,25-30,1,4,0-100,315,3
Mark Bunn,Aston Villa,Ýngiltere,0-500,Kaleci,30-40,9,98,0-100,8448,94
Kyle Walker,Manchester City,Ýngiltere,10000-50000,Defans,30-40,12,505,0-100,42677,476
Jamie Ward,Solihull Moors,Kuzey Ýrlanda,1000-10000,Ortasaha,30-40,12,347,0-100,22454,266
Maido Pakk,Haka,Estonya,0-500,Forvet,30-40,2,3,0-100,1,2
Igor Andronic,Ungheni,Moldova,0-500,Defans,30-40,6,38,0-100,2565,29
Leandro,Gornik Leczna,Brezilya,0-500,Defans,30-40,12,265,0-100,22063,247
Anthony Gerrard,Chesterfield,Ýngiltere,500-1000,Defans,30-40,11,350,0-100,29369,333
Miguel Comminges,Colorado Rapids,Guadeloupe,0-500,Defans,30-40,4,16,0-100,1002,11
Adam Matthews,Charlton Athletic,Galler,1000-10000,Defans,25-30,12,339,0-100,25152,277
Aaron Morris,Gillingham,Galler,0-500,Defans,30-40,5,81,0-100,6162,71
Joe Ledley,Charlton Athletic,Galler,1000-10000,Ortasaha,30-40,14,399,0-100,30183,347
Solomon Taiwo,Bishops Stortford,Ýngiltere,0-500,Ortasaha,30-40,6,71,0-100,4572,53
Aaron Wildig,Morecambe,Ýngiltere,0-500,Ortasaha,25-30,10,252,0-100,17489,200
Josh Magennis,Hull City,Kuzey Ýrlanda,0-500,Forvet,30-40,12,466,0-100,29401,314
Kaspars Gorkss,Riga FC,Letonya,0-500,Defans,30-40,14,362,0-100,31974,359
Lee Brown,Portsmouth,Ýngiltere,0-500,Defans,30-40,9,318,0-100,27145,313
Joe Oastler,Oxford City,Ýngiltere,0-500,Defans,30-40,10,265,0-100,23146,260
Alessandro Faurlin,Marbella,Arjantin,1000-10000,Ortasaha,30-40,12,280,0-100,21737,248
Arran Lee-Barrett,Bolton Wanderers,Ýngiltere,0-500,Kaleci,30-40,3,41,0-100,3596,39
Ian McLoughlin,Waterford FC,Ýrlanda,0-500,Kaleci,25-30,3,45,0-100,3854,42
Damien Delaney,Waterford FC,Ýrlanda,500-1000,Defans,30-40,14,359,0-100,30038,337
Tommy Smith,Ipswich Town,Ýngiltere,1000-10000,Defans,30-40,13,376,0-100,32262,355
Troy Brown,Dundee United,Galler,0-500,Defans,30-40,11,241,0-100,20121,226
Jaime Peters,Ipswich Town,Kanada,0-500,Ortasaha,30-40,5,70,0-100,4575,45
Luciano Civelli,Banfield,Arjantin,0-500,Ortasaha,30-40,7,84,0-100,5284,65
Jack Colback,Nottingham Forest,Ýngiltere,1000-10000,Ortasaha,30-40,12,363,0-100,28647,320
Edward Upson,Bristol Rovers,Ýngiltere,0-500,Ortasaha,30-40,9,304,0-100,21822,251
Shane OConnor,Cobh Ramblers,Ýrlanda,0-500,Ortasaha,30-40,11,166,0-100,12857,153
Liam Trotter,Bromley,Ýngiltere,1000-10000,Ortasaha,30-40,13,335,0-100,25764,285
Reggie Lambe,Cambridge United,Bermuda,0-500,Ortasaha,25-30,11,326,0-100,22661,258
Jack Ainsley,Ipswich Town,Ýngiltere,0-500,Forvet,25-30,4,8,0-100,486,5
Connor Wickham,Crystal Palace,Ýngiltere,1000-10000,Forvet,25-30,10,252,0-100,14914,146
Lee Camp,Coventry,Ýngiltere,0-500,Kaleci,30-40,12,395,0-100,35318,391
Karl Darlow,Newcastle United,Ýngiltere,1000-10000,Kaleci,30-40,10,194,0-100,17342,193
James Perch,Mansfield Town,Ýngiltere,1000-10000,Defans,30-40,13,382,0-100,30172,341
Luke Chambers,Ipswich Town,Ýngiltere,1000-10000,Defans,30-40,13,505,0-100,44607,496
Wes Morgan,Leicester City,Jamaika,1000-10000,Defans,30-40,13,489,0-100,42228,471
Kelvin Wilson,Rotherham United,Ýngiltere,1000-10000,Defans,30-40,9,194,0-100,16165,181
Julian Bennett,Southend United,Ýngiltere,500-1000,Defans,30-40,3,27,0-100,1845,22
Joel Lynch,Sunderland,Galler,500-1000,Defans,30-40,12,312,0-100,25367,287
Lewis McGugan,Sheffield Wednesday,Ýngiltere,0-500,Ortasaha,30-40,9,237,0-100,15296,170
Guy Moussi,HJK Helsinki,Fransa,500-1000,Ortasaha,30-40,8,179,0-100,12394,141
Nathan Tyson,Chesterfield,Ýngiltere,0-500,Forvet,30-40,13,333,0-100,18200,188
Garath McCleary,Wycombe Wanderers,Jamaika,1000-10000,Ortasaha,30-40,12,381,0-100,23305,245
Joe Garner,Wigan Athletic,Ýngiltere,0-500,Forvet,30-40,13,341,0-100,22509,256
David McGoldrick,Sheffield United,Ýrlanda,1000-10000,Forvet,30-40,13,344,0-100,23070,254
Saul Deeney,Basford United,Ýrlanda,0-500,Kaleci,30-40,3,7,0-100,512,5
Paul Connolly,Bangor City,Ýngiltere,500-1000,Defans,30-40,9,185,0-100,15196,171
Shaun Barker,Burton Albion,Ýngiltere,0-500,Defans,30-40,6,117,0-100,9529,106
Jake Buxton,Burton Albion,Ýngiltere,500-1000,Defans,30-40,11,295,0-100,23090,254
Dean Moxey,Torquay United,Ýngiltere,500-1000,Defans,30-40,12,363,0-100,28683,321
Mark OBrien,Newport County,Ýrlanda,0-500,Defans,25-30,9,206,0-100,15139,176
Ruben Zadkovich,Perth Glory,Avusturya,0-500,Ortasaha,30-40,3,41,0-100,3220,35
Paul Green,Boston United,Ýrlanda,500-1000,Ortasaha,30-40,13,398,0-100,30155,340
Kris Commons,Celtic,Ýskoçya,1000-10000,Ortasaha,30-40,9,292,100-200,19370,228
Ben Pringle,Morecambe,Ýngiltere,0-500,Ortasaha,30-40,10,223,0-100,15675,184
Jake Livermore,West Bromwich,Ýngiltere,1000-10000,Ortasaha,30-40,12,401,0-100,30005,341
Steve Davies,Hamilton,Ýngiltere,500-1000,Forvet,30-40,12,307,0-100,14584,154
Arnaud Mendy,Welling United,Fransa,0-500,Forvet,30-40,7,164,0-100,12344,145
David Cornell,Ipswich Town,Galler,0-500,Kaleci,25-30,9,144,0-100,12926,143
Radanfah Abu Bakr,Churchill Brothers,Trinidad ve Tobago,0-500,Defans,30-40,7,133,0-100,10927,125
Angel Rangel,Queens Park Rangers,Ýspanya,500-1000,Defans,30-40,12,328,0-100,26478,293
Albert Serran,Bengaluru,Ýspanya,0-500,Defans,30-40,12,133,0-100,9752,111
Jazz Richards,Cardiff City,Galler,500-1000,Defans,25-30,11,187,0-100,14449,156
Joe Allen,Stoke City,Galler,10000-50000,Ortasaha,30-40,12,462,0-100,34590,387
Scott Evans,Llanelli,Galler,0-500,Ortasaha,30-40,2,4,0-100,154,1
James Burgin,IFK Lulea,Ýngiltere,0-500,Ortasaha,30-40,3,62,0-100,4877,59
Nathan Dyer,Swansea City,Ýngiltere,1000-10000,Forvet,30-40,12,347,0-100,22388,260
Guillem Bauza,Swansea City,Ýspanya,0-500,Forvet,30-40,2,11,0-100,465,4
Chad Bond,Llanelli,Galler,0-500,Forvet,30-40,2,7,0-100,427,6
Casey Thomas,Port Talbot Town,Galler,0-500,Forvet,30-40,4,8,0-100,415,5
Besian Idrizaj,Swansea City,Avusturya,0-500,Forvet,30-40,1,4,0-100,70,1
Ben Hamer,Huddersfield Town,Ýngiltere,500-1000,Kaleci,30-40,11,169,0-100,14762,165
Julian Kelly,Lincoln City,Ýrlanda,0-500,Defans,30-40,3,8,0-100,323,5
Ryan Bertrand,Southampton,Ýngiltere,1000-10000,Defans,30-40,13,394,0-100,33474,374
Shaun Cummings,Doncaster Rovers,Jamaika,0-500,Defans,30-40,10,165,0-100,13667,156
Jay Tabb,Ipswich Town,Ýngiltere,500-1000,Ortasaha,30-40,8,187,0-100,12392,142
Jobi McAnuff,Leyton Orient,Ýngiltere,0-500,Ortasaha,30-40,13,440,0-100,35277,395
Hal Robson-Kanu,West Bromwich,Galler,1000-10000,Forvet,30-40,12,415,0-100,21270,222
Jem Karacan,Millwall,Türkiye,0-500,Ortasaha,30-40,11,221,0-100,15923,188
Gylfi Sigurdsson,Everton,Ýzlanda,10000-50000,Ortasaha,30-40,12,506,100-200,37526,412
Mitchell Bryant,City of Liverpool,Ýngiltere,0-500,Ortasaha,30-40,2,2,0-100,180,2
Brian Howard,Whitehawk,Ýngiltere,0-500,Ortasaha,30-40,8,152,0-100,9577,104
Dave Mooney,Leyton Orient,Ýrlanda,0-500,Forvet,30-40,6,175,0-100,11554,132
Simon Church,Plymouth Argyle,Galler,500-1000,Forvet,30-40,9,276,0-100,14226,159
Radoslav Vasilev,Arda Kardzhali,Bulgaristan,0-500,Forvet,30-40,8,166,0-100,9812,112
Fousseyni Cisse,Sable FC,Fransa,500-1000,Forvet,30-40,8,126,0-100,7820,86
David Reyes,Bray Wanderers,Meksika,0-500,Defans,30-40,2,3,0-100,206,3
David McDaid,Larne FC,Ýrlanda,0-500,Forvet,30-40,11,246,100-200,15093,195
Steve Cronin,DC United,ABD,0-500,Kaleci,30-40,3,36,0-100,3176,34
Martin Civit,Midland,Arjantin,0-500,Ortasaha,30-40,4,6,0-100,280,3
Igor Timchenko,Obolon Kiev,Ukrayna,0-500,Forvet,30-40,3,24,0-100,1196,11
Murat Kefeli,Bigaspor,Türkiye,0-500,Ortasaha,30-40,12,218,0-100,12357,134
Henrik Ernst,Meuselwitz,Almanya,0-500,Ortasaha,30-40,11,181,0-100,14051,158
Scipon Bektasi,Wormatia Worms,Arnavutluk,0-500,Forvet,30-40,3,9,0-100,133,7
Nils Schouterden,AS Eupen,Belçika,0-500,Ortasaha,30-40,11,280,0-100,19891,234
Amad Al-Hosni,Sporting Charleroi,Umman,0-500,Forvet,30-40,4,24,0-100,1451,19
Andy Lonergan,Stoke City,Ýngiltere,0-500,Kaleci,30-40,12,261,0-100,23244,257
Danny Mayor,Plymouth Argyle,Ýngiltere,0-500,Ortasaha,30-40,12,328,0-100,24671,284
Billy Jones,Rotherham United,Ýngiltere,1000-10000,Defans,30-40,13,315,0-100,26228,296
Mark Halstead,Morecambe,Ýngiltere,0-500,Kaleci,30-40,10,107,0-100,9167,100
Matt Gilks,Bolton Wanderers,Ýskoçya,500-1000,Kaleci,30-40,12,293,0-100,26162,290
Danny Coid,Accrington Stanley,Ýngiltere,0-500,Defans,30-40,3,6,0-100,315,4
Neal Eardley,Burton Albion,Galler,1000-10000,Defans,30-40,14,315,0-100,25574,293
Ian Evatt,Chesterfield,Ýngiltere,1000-10000,Defans,30-40,12,315,0-100,27081,304
Alex Baptiste,Bolton Wanderers,Ýngiltere,1000-10000,Defans,30-40,12,336,0-100,28656,322
Ashley Eastham,Salford City,Ýngiltere,0-500,Defans,25-30,10,278,0-100,23780,268
Keith Southern,Shrewsbury,Ýngiltere,0-500,Ortasaha,30-40,7,156,0-100,11688,129
David Vaughan,Notts County,Galler,500-1000,Ortasaha,30-40,14,314,0-100,22492,253
Joe Martin,Northampton Town,Ýngiltere,0-500,Ortasaha,30-40,10,247,0-100,19465,220
Jay Emmanuel-Thomas,Livingston,Ýngiltere,1000-10000,Forvet,30-40,10,297,0-100,17270,191
Ishmel Demontagnac,Northampton Town,Ýngiltere,0-500,Ortasaha,30-40,4,26,0-100,883,6
Adam Nowland,Tampa Bay Rowdies,Ýngiltere,0-500,Ortasaha,30-40,2,3,0-100,92,1
Billy Clarke,Bradford City,Ýrlanda,0-500,Forvet,30-40,11,274,0-100,16970,199
Stephen McPhee,Blackpool,Ýskoçya,0-500,Forvet,30-40,2,33,0-100,2568,28
Ben Burgess,Tranmere Rovers,Ýrlanda,1000-10000,Forvet,30-40,2,51,0-100,3091,33
Gary Fletcher,Bangor City,Ýngiltere,0-500,Forvet,30-40,11,266,0-100,17503,207
Danny Mitchley,Skelmersdale United,Ýngiltere,500-1000,Forvet,30-40,5,8,0-100,540,8
Louis Almond,Ashton United,Ýngiltere,0-500,Forvet,25-30,10,144,0-100,9342,113
Bartosz Bialkowski,Millwall,Polonya,0-500,Kaleci,30-40,10,308,0-100,27564,307
Luke Potter,Barnsley,Ýngiltere,0-500,Defans,30-40,3,21,0-100,1645,17
ONeil Thompson,Humble Lions,Jamaika,0-500,Defans,30-40,5,67,0-100,5497,64
Hugo Colace,Atlético Arcos,Arjantin,0-500,Ortasaha,30-40,8,111,0-100,8777,105
Jordan Hibbert,Dulwich Hamlet,Ýngiltere,0-500,Ortasaha,30-40,2,11,0-100,684,7
Jacob Butterfield,Melbourne Victory,Ýngiltere,1000-10000,Ortasaha,30-40,12,347,0-100,22893,259
Adam Hammill,Derry City,Ýngiltere,0-500,Ortasaha,30-40,13,365,0-100,24423,269
Simon Heslop,Blyth Spartans,Ýngiltere,0-500,Ortasaha,30-40,8,203,0-100,15880,191
Iain Hume,Pune City,Kanada,500-1000,Forvet,30-40,12,228,0-100,13824,162
Kayode Odejayi,Barnsley,Nijerya,500-1000,Forvet,30-40,2,16,0-100,850,7
Jamil Adam,Barnsley,Nijer,0-500,Forvet,25-30,2,7,0-100,418,5
Reuben Noble-Lazarus,Chorley,Ýngiltere,0-500,Forvet,25-30,10,105,0-100,4249,33
Jagos Vukovic,Qingdao Huanghai,Sýrbistan,1000-10000,Defans,30-40,11,237,0-100,19424,216
Nathaniel Clyne,Crystal Palace,Ýngiltere,10000-50000,Defans,25-30,11,361,0-100,30861,342
Lee Hills,Whitehawk,Ýngiltere,0-500,Defans,30-40,5,73,0-100,5268,62
Victor Moses,Spartak Moscow,Nijerya,1000-10000,Ortasaha,30-40,13,389,0-100,24559,278
Kieran Djilali,Cork City,Ýngiltere,0-500,Ortasaha,25-30,6,101,0-100,5863,65
Kieron Cadogan,Corinthian-Casuals,Ýngiltere,0-500,Ortasaha,30-40,9,203,0-100,13649,157
James Comley,Maidenhead United,Ýngiltere,0-500,Ortasaha,25-30,8,221,0-100,17879,208
James Dayton,Leyton Orient,Ýngiltere,0-500,Ortasaha,30-40,12,299,0-100,17249,192
Sean Scannell,Grimsby Town,Ýrlanda,500-1000,Forvet,30-40,13,330,0-100,18419,195
Calvin Andrew,Rochdale,Ýngiltere,0-500,Forvet,30-40,11,318,0-100,16238,154
Nathaniel Pinney,Crystal Palace,Ýngiltere,0-500,Forvet,30-40,1,1,0-100,46,1
Alassane NDiaye,Botev Vratsa,Fransa,500-1000,Forvet,30-40,10,205,0-100,13401,155
Dean Gerken,Colchester,Ýngiltere,0-500,Kaleci,30-40,12,238,0-100,21275,238
Stephen Henderson,Crystal Palace,Ýrlanda,500-1000,Kaleci,30-40,9,132,0-100,11728,131
Bradley Orr,Toronto FC,Ýngiltere,500-1000,Defans,30-40,7,165,0-100,12977,144
Jamie McCombe,Lincoln City,Ýngiltere,0-500,Defans,30-40,7,83,0-100,5551,63
Christian Ribeiro,Bristol City,Galler,0-500,Defans,30-40,3,16,0-100,1211,14
Joe Edwards,Plymouth Argyle,Ýngiltere,0-500,Defans,30-40,10,303,0-100,24570,284
Jordan Walker,Weston-super-Mare,Ýngiltere,0-500,Defans,30-40,1,27,0-100,2077,27
Lee Johnson,Kilmarnock,Ýngiltere,0-500,Ortasaha,30-40,5,86,0-100,5745,63
Cole Skuse,Ipswich Town,Ýngiltere,500-1000,Ortasaha,30-40,12,429,0-100,35222,410
Brian Wilson,Barrow,Ýngiltere,0-500,Ortasaha,30-40,8,184,0-100,15199,171
Ashley Kington,Weston-super-Mare,Ýngiltere,0-500,Ortasaha,30-40,6,166,0-100,12248,145
Nicky Maynard,Mansfield Town,Ýngiltere,1000-10000,Forvet,30-40,13,347,0-100,22111,249
John Akinde,Gillingham,Ýngiltere,0-500,Forvet,30-40,11,352,100-200,24942,290
Danny Haynes,Boreham Wood,Ýngiltere,500-1000,Forvet,30-40,8,197,0-100,11332,132
Gary Woods,Aberdeen,Ýngiltere,0-500,Kaleci,30-40,10,184,0-100,15932,177
Adam Lockwood,Guiseley,Ýngiltere,0-500,Defans,30-40,8,126,0-100,9921,107
Sam Hird,Barrow,Ýngiltere,0-500,Defans,30-40,13,358,0-100,28044,312
Byron Webster,Bromley,Ýngiltere,0-500,Defans,30-40,11,277,0-100,22343,253
Mustapha Dumbuya,Tampa Bay Rowdies,Ýngiltere,0-500,Defans,30-40,12,177,0-100,13988,157
Jack Wilson,Doncaster Rovers,Ýskoçya,0-500,Ortasaha,30-40,1,10,0-100,329,4
James Coppinger,Doncaster Rovers,Ýngiltere,0-500,Ortasaha,30-40,14,451,0-100,34428,401
Simon Gillett,Peterborough United,Ýngiltere,500-1000,Ortasaha,30-40,8,174,0-100,13395,152
Billy Sharp,Sheffield United,Ýngiltere,1000-10000,Forvet,30-40,13,425,100-200,30436,340
Paul Heffernan,Queen Of The South,Ýrlanda,500-1000,Forvet,30-40,7,147,0-100,8890,98
Steve Brooker,Doncaster Rovers,Ýngiltere,0-500,Forvet,30-40,4,20,0-100,383,2
Kamalutdin Akhmedov,Tyumen,Rusya,0-500,Defans,30-40,6,58,0-100,4491,53
Marciano Bruma,Excelsior Maassluis,Hollanda,0-500,Defans,30-40,6,45,0-100,3003,34
Jeffrey Bruma,Wolfsburg,Hollanda,1000-10000,Defans,25-30,12,290,0-100,23905,263
Tim Björkström,IK Sirius,Ýsveç,0-500,Defans,30-40,12,269,0-100,22677,258
Kenny Schoeni,Columbus Crew,ABD,0-500,Kaleci,30-40,1,1,0-100,90,1
Ohad Levita,Hapoel Beer Sheva,Ýsrail,0-500,Kaleci,30-40,9,130,0-100,11610,128
Sergiy Melnyk,Milsami,Ukrayna,0-500,Defans,30-40,5,64,0-100,4822,51
Vitali Ivanko,Tavriya Symferopol,Ukrayna,0-500,Forvet,25-30,9,91,0-100,4538,48
Stephen Reynolds,Raith Rovers,Ýskoçya,0-500,Forvet,25-30,3,12,0-100,298,3
Cristian Melinte,UTA Arad,Romanya,0-500,Defans,30-40,11,244,0-100,19914,225
Matar Coly,Lausanne Sports,Senegal,0-500,Forvet,30-40,3,44,0-100,2806,27
Osvaldo Filho,Fortaleza,Brezilya,1000-10000,Forvet,30-40,11,392,0-100,24145,278
Sergey Tkachev,Arsenal Tula,Rusya,1000-10000,Ortasaha,30-40,11,218,0-100,13673,154
Nuri Terliksiz,Sarýyer,Türkiye,0-500,Defans,30-40,16,353,0-100,30691,344
Mattias Johansson,Gençlerbirliði,Ýsveç,500-1000,Defans,25-30,12,321,0-100,26005,281
Nelinho Quina,Universitario,Peru,0-500,Defans,30-40,11,241,0-100,20887,233
Mohammed Ahamed Jama,Tromsö,Norveç,0-500,Forvet,30-40,9,141,0-100,7383,93
Mushaga Bakenga,Odds BK,Norveç,500-1000,Forvet,25-30,12,260,0-100,13352,141
Aslak Falch,Sandnes Ulf,Norveç,0-500,Kaleci,25-30,10,113,0-100,10008,111
Lars Saetra,Tromsö,Norveç,0-500,Defans,25-30,11,183,0-100,12853,141
Leandro Bacuna,Cardiff City,Hollanda,1000-10000,Ortasaha,25-30,12,423,0-100,31224,339
Srdjan Blazic,Panaitolikos,Karadað,500-1000,Kaleci,30-40,3,36,0-100,3093,34
Kyriakos Stratilatis,Ethnikos Achna,Yunanistan,0-500,Kaleci,30-40,9,73,0-100,6283,68
Alexandros Paschalakis,PAOK,Yunanistan,1000-10000,Kaleci,30-40,8,157,0-100,13798,155
Athanasios Moulopoulos,Aris Limassol,Yunanistan,0-500,Defans,30-40,8,200,0-100,17197,193
Federico Martorell,Deportivo Tachira,Arjantin,0-500,Defans,30-40,2,15,0-100,923,11
Dimitrios Chaloulos,Tyrnavos,Yunanistan,0-500,Defans,30-40,4,43,0-100,2639,30
